topic_id,non_shein_labor,shein_labor,shein_environment,non_shein_environment,lift_sheinLabor_vs_nonSheinLabor,ratio_sheinLabor_vs_nonSheinLabor,n_comments,label,examples,keywords_short,summary,net_negative,amplification,support_rate_wavg,oppose_rate_wavg,neutral_rate_wavg,controversy_wavg,resonance_wavg,avg_reply_weight,threads_with_replies,polarity_wavg,alignment_wavg,resonance_strength_wavg,volume_weight,risk_penalty,destructiveness_base,destructiveness_stance,priority
29,0.013197835554968115,0.06122726038554694,0.0,0.0,0.04802942483057883,4.639189167901835,651,buy | thrift | clothing | fashion | wear | cheap,"🗣️ i’m southeast asian and even the cheapest shein clothes still quite expensive for me so i’ve never buy one. i rarely buy new clothes, when i do i bought them from thrifted and will only buy one if it’s around $3 or under $6 (though in my country, thrifting has become sooo well known that sellers can charge for more than $10 for a single used clothes). all those fast fashion brand such as h&m, zara, forever21 and uniqlo to me is an expensive brand. i only have 1 or 2 clothes with that brand and i treasure them so much and i use it for special occasions. this is so sad that those are actually cheap clothes and they throw away hundred clothes meanwhile in another side of world, there’s someone who actually treasure the brand with thoughts it’s an expensive brand.<br><br>🗣️ i'm in the sort of weird ""stuck between a rock and a hard place"" clothing sphere. i buy cheap clothes because that's all i can afford. i am aware of how bad it is for the people who make it and the environment, however i have no choice in the matter due to constant financial struggles. while i buy cheap, i also buy seldom. last time i bought clothes was 2020. while i participate in what you would call ""fast fashion"" i actually keep my clothes for years and years until they cant be publicly presentable anymore, at which point they become at home clothes until they get so damaged that repairing them just isn't worth the hassle.<br><br>🗣️ some people such as myself shop from shein out of necessity. i have $150 for the whole season, not for a couple of pieces. ethical fashion is very out of reach for me. yes i shop thrift stores but honestly thrift stores are increasing picked through by resellers and i end up feeling not put together when my whole outfit is thrifted. plus a thrifted wardrobe is hard to make feel cohesive and complete, i always feel slightly messy. i just bought four viscose maxi dresses and four cotton long sleeve tops for $89 and i love them and wear them every day, i have a minimal capsule wardrobe and will wear these pieces until they fall apart. i think a lot of people who look down on fast fashion are in positions of privilege and have extra income to allocate towards fashion. i shop as responsibly as i can afford to and i am minimal in my purchases. i also hand wash all of my clothing to extend their lives. just another perspective <emoji>","buy, thrift, clothing, fashion"," i'm in the sort of weird ""stuck between a rock and a hard place"" clothing sphere . i buy cheap clothes because that's all i can afford . i'm southeast asian and even the cheapest shein clothes still quite expensive for me so i’ve never bought",0.2577991535053438,83.61904761904762,0.03220213029457817,0.06234002146778343,0.9054578482376384,0.8888713496458355,0.030781373322386965,19.462365591397848,92,-0.030137891173205263,0.09454215176236158,0.0028493010810947093,6.480044561926653,0.2577991535053438,0.04339952387563173,1.2333650284757636,1.2333650284757636
30,0.03701992873168556,0.010181916915556586,0.0,0.0,-0.026838011816128972,0.2750387963822046,636,country | world | arms arms | dixie | countries | america,"🗣️ what are people in western countries supposed to do about any of this?<br><br>🗣️ this is beyond sad and the fact is, the west are exploiting these people because of their situation.<br><br>🗣️ where is middle eastern countries and america? hypocrisy at it's best!","country, world, arms arms, dixie", where is middle eastern countries and america? hypocrisy at it's best! hypocrisy at the best! what are people in western countries supposed to do about any of this?,0.35520487304595877,58.15723270440252,0.006743016161627328,0.11184844268363672,0.881408541154736,0.8425785591610592,0.006365565322575004,15.56132075471698,82,-0.1051054265220094,0.11859145884526401,0.012464605863798798,6.456769655572163,0.35520487304595877,1.2745611822308907,2.4276688622679417,2.4276688622679417
31,0.0234261581100684,0.021042628292150277,0.0,0.0,-0.0023835298179181244,0.8982534521891086,510,work | workers | forced | labor | working | labour,🗣️ apparently working is forced labour...<br><br>🗣️ that's an awful workplace! i feel bad for the workers who have no choice but to work in sweatshops to make enough money to live. there needs to be more access to good jobs and regulations on fair employee wages. not buying from shein anymore. i hope those workers can find good jobs<br><br>🗣️ i feel like the workers are trying to detour buyers so shein goes bankrupt or smth so they can be free. sweatshops have horrid living conditions after all,"work, workers, forced, labor", Apparently working is forced labour... that's an awful workplace! i feel bad for the workers who have no choice but to work in sweatshops to make enough money to live . There needs to be more access to good jobs and regulations on fair employee wages .,0.4927876193142569,42.811764705882354,0.013456686291055016,0.1141014858419036,0.8724418278670414,0.7949937421804222,0.01201501877323599,7.833333333333333,82,-0.1006447995508486,0.1275581721329586,0.012838066665394261,6.236369590203704,0.4927876193142569,4.900624557989483,4.677886176345103,4.677886176345103
32,0.010888214332848693,0.00013575889220742115,0.0,0.0,-0.010752455440641273,0.012468424627665996,166,knot | knots | knot store | it's knot | store | artisan knots,🗣️ those are some quality designer knots! i wish we had a knot store in my town.<br><br>🗣️ it's not a knot....it's nothing.... lol...<br><br>🗣️ someone had to knot all these knots. for a set. jesus. or this is just an actual store which is owned by jeff goldblum. that of course is totally believable.,"knot, knots, knot store, it's knot",,0.07616127188302049,25.819277108433734,0.07352941176724419,0.38235294117229224,0.5441176470604635,0.31864406780595456,0.03389830508405629,1.7771084337349397,7,-0.30882352940504804,0.4558823529395365,0.14078719722826544,5.117993812416755,0.07616127188302049,-10.123506800276395,-7.307519972782014,-7.307519972782014
33,0.022700277154545156,0.014797719250608906,0.0,0.0,-0.00790255790393625,0.6518739175733861,453,china | chinese | opium | british | traded | world,"🗣️ eh, here we go again... there's nothing wrong with producing in china and ""exploiting"" china's workforce as long as you honor your contracts and your employees work at your factories willingly. before you criticise someone for having chinese workers produce their goods in subpar conditions (by western standards), you must first consider what other options these workers have and what they would be doing if all those ""unethical"" manufacturers left the country. for that, you just need to remember what the country looked like before it opened up for western businesses. it sucks to be working long hours for shit money and sewing pants the whole day just to be able to send your kid to school. but it's much better than digging through a rice field in pouring rain with your hungry kid by your side. btw, the current chinese business model is a stage of development that europe and the us went through as well (in the 19th and early 20th century). china will not be stuck in it forever either.<br><br>🗣️ companies must abandon china eventually!<br><br>🗣️ sadly no matter how shitty or evil a company is they can always thrive in china due to china's ridiculous large consumer base, someone will either not care or not know about them.","china, chinese, opium, british"," There's nothing wrong with producing in china and ""exploiting"" china's workforce as long as you honor your contracts and your employees work at your factories willingly . The current chinese business model is a stage of development that europe and the us went through as well (",0.4494537080992239,8.205298013245033,0.006479481641054473,0.21598272137865657,0.7775377969802889,0.5538694992533179,0.004552352047964068,2.9094922737306845,61,-0.2095032397376021,0.2224622030197111,0.046606552251793644,6.118097198041348,0.4494537080992239,-0.06002312009515315,-2.6341388687239085,-2.6341388687239085
34,0.0003959350666490434,0.020499592723320595,0.0,0.0,0.02010365765667155,51.77500725512681,157,temu | temu ad | temu temu | buy temu | ad | companies temu,"🗣️ shein is so bad that i bought one item from them and swore them off completely! <emoji> to me, they are worse than temu.<br><br>🗣️ it’s the same with temu<br><br>🗣️ i'm glad i've never bought from shein or temu.","temu, temu ad, temu temu, buy temu",,0.41385593338703414,26.636942675159236,0.024321796071512056,0.20018709073748622,0.7754911131910017,0.7317275747551584,0.02159468438529046,7.6687898089171975,22,-0.17586529466597417,0.22450888680899828,0.03948332153379432,5.062595033026967,0.41385593338703414,0.31245414708017644,1.6000437214580299,1.6000437214580299
35,0.03015705424310214,0.024572359489543227,0.0,0.0,-0.005584694753558914,0.8148129613936259,638,emoji | emoji emoji | song | song emoji | emoji love | love,🗣️ welcome to the world <emoji><br><br>🗣️ this is too funny <emoji><br><br>🗣️ i love <emoji> ️ <emoji> this song <emoji>,"emoji, emoji emoji, song, song emoji", i love <emoji> i love this song. i love it. I love it . I love the song. I like it. It's too funny. I can't wait to see what's coming up with this song . I'm so excited to see the world. I,0.06636879293446583,63.51880877742947,0.01672640382099391,0.32258064516033397,0.660692951018672,0.39985945187524724,0.009838369639699434,2.230407523510972,52,-0.3058542413393401,0.339307048981328,0.10377850004727439,6.459904454377535,0.06636879293446583,-9.389075953315917,-8.638317438178401,-8.638317438178401
36,0.012471954599444867,0.03203909856095139,0.0,0.0,0.019567143961506522,2.5688913262630173,425,work | worked | day | working | hour | hours,"🗣️ i worked a factory job once. temp agency for low income people. we were in a hot warehouse with an assembly line, packed side by side putting budweiser bottles full of cobwebs from one out of date box into a new box (they were empty base bottles and would be boiled before product went into them) but it was constant. and full time. we got one lunch break. it was horrible. and in america. i was 16 and a drop out. only reason i got in was cause my mother worked one too<br><br>🗣️ i worked 21 days in a row at 12 hours a day in the food industry.<br><br>🗣️ i worked when i am little but it was my choice due to financial issue.","work, worked, day, working", i worked 21 days in a row at 12 hours a day in the food industry . i worked when i am little but it was my choice due to financial issue . i was 16 and a drop out. only reason i got in was cause my mother worked one too .,0.29978696452070247,76.88,0.02821316614422167,0.12457912457922417,0.8472077092765541,0.8599620916498308,0.02709332144031748,21.103529411764708,69,-0.0963659584350025,0.1527922907234459,0.014723975537044406,6.054439346269371,0.29978696452070247,0.9351576787096106,2.809363023769386,2.809363023769386
37,0.04262900884254701,0.04887320119467161,0.0,0.0,0.006244192352124603,1.146477513204926,1006,william | fat | fat free | animatronics | free | spider,🗣️ i spent eighteen years over there trying to understand the mindset and this just brought it all screaming back to me. i'm chewing a piece of carpet as i type! <emoji><br><br>🗣️ one of the funniest things i've seen in my life!<br><br>🗣️ the “you are going to die in this suit” girl wtf?????!!! what even is that?!?!? also the spiders and the mold are so disgusting omg what how is that even a thing,"william, fat, fat free, animatronics", i spent eighteen years over there trying to understand the mindset and this just brought it all screaming back to me. i'm chewing a piece of carpet as i type! <emoji> one of the funniest things i've seen in my life! the “you are going to,0.20173319766075057,62.25347912524851,0.011417180137591392,0.16201522290667078,0.8265675969557378,0.7200062082903376,0.009778053701427088,6.404572564612326,81,-0.1505980427690794,0.17343240304426222,0.026118580451204017,6.914730892718563,0.20173319766075057,-4.566926598364577,-5.21934457903525,-5.21934457903525
38,0.00798469051075571,0.030002715177840075,0.0,0.0,0.022018024667084364,3.757529660028215,342,fashion | fast fashion | fast | buy | buy fast | brands,"🗣️ one of the problems with fast fashion is that it isn’t a good thing if people stop buying it. the people making those clothes make them because they can’t get a better job. and if everyone stops buying fast fashion, those people will lose their job. of course they are not paid enough to make the clothes and the amount they work is inhumane, but if they lose their job, they will have no money at all. these problems never have an easy solution.<br><br>🗣️ i really think the biggest problem with fast fashion is buying many pieces of clothing in just one month. sadly even many eco friendly brands rely on monthly collections to drive their sales. so to me this is a welcome shift in culture.<br><br>🗣️ fast fashion is the most consumerist and dumb movement, it's toxic for workers, environment, resources and your own wallet!!! i recommend to buy high-quality non-fashionable clothings, timeless ones that are made to last years and wear out gracefully.","fashion, fast fashion, fast, buy",,0.34670510960263556,179.08187134502924,0.012475661642627507,0.1343477320257012,0.8531766063316713,0.8504554119894556,0.012214926216036823,41.41228070175438,46,-0.12187207038307368,0.14682339366832875,0.017893670967028295,5.8377304471659395,0.34670510960263556,11.778052155771872,13.732531631184033,13.732531631184033
39,0.015177510888213331,0.0009503122454519481,0.0,0.0,-0.014227198642761382,0.06261317747278122,237,boycott | chinese | boycott chinese | boycotting | china | boycott china,"🗣️ boycott?let chinese tell you what is boycott,look the stock price of these brands going where.<br><br>🗣️ well done boycott chinese products<br><br>🗣️ not only boycott but sue them for spreading lies. and start using chinese brands. china does not need foreign brands that insult the chinese in their own country and yet want their money. no person with any self-respect will accept that...!","boycott, chinese, boycott chinese, boycotting",,0.6310032529202348,15.68776371308017,0.013468013467835407,0.16610549943785533,0.8204264870943093,0.6803278688571827,0.010928961748111456,4.632911392405063,30,-0.15263748597001991,0.17957351290569068,0.027409649556729553,5.472270673671475,0.6310032529202348,6.543551735701976,5.167235173149554,5.167235173149554
40,0.016629272799259822,0.0,0.0,0.0,-0.016629272799259822,0.0,252,goldblum | jeff | jeff goldblum | goldblum jeff | jeff goldblum's | goldblum's,"🗣️ my god, i love jeff goldblum<br><br>🗣️ god, jeff goldblum is amazing.<br><br>🗣️ haha i love jeff goldblum so much lol","goldblum, jeff, jeff goldblum, goldblum jeff",,0.06831882442052048,101.69047619047619,0.027798098024908614,0.21433796635006339,0.7578639356250281,0.6945658963161628,0.02373516552125295,6.353174603174603,18,-0.18653986832515476,0.24213606437497193,0.04516802956527846,5.53338948872752,0.06831882442052048,-4.709258959029619,-3.5718289560486705,-3.5718289560486705
41,0.021776428665697387,0.012354059190875325,0.0,0.0,-0.009422369474822062,0.5673133466105169,421,chinese | china | chinese bots | emoji | government | bots,🗣️ chinese are doing the right thing!<br><br>🗣️ i am chinese and well informed in this matter. for the western audiences who are frequently watching media like this one. i am sure they are not well informed.<br><br>🗣️ the chinese populace has spoken.,"chinese, china, chinese bots, emoji", i am chinese and well informed in this matter. for the western audiences who are frequently watching media like this one. i am sure they are not well informed. the chinese populace has spoken. chinese are doing the right thing!,0.33784555347822715,24.80997624703088,0.016737674984409496,0.2702373706637588,0.7130249543518317,0.6590909090948667,0.015060240963262314,8.67458432304038,55,-0.2534996956793493,0.28697504564816834,0.07274808673937805,6.045005314036012,0.33784555347822715,-2.5559600459621663,1.3498401451829947,1.3498401451829947
42,0.01266992213276939,0.023350529459676438,0.0,0.0,0.010680607326907048,1.8429890390797095,364,emoji | buy | emoji emoji | emoji bro | wearing | fashion,"🗣️ good!! stop buying their brands, let their people to buy <emoji><br><br>🗣️ m happy no need to buy expensive products....anyway i never bought even one <emoji><br><br>🗣️ didn't knew this brand existed <emoji>","emoji, buy, emoji emoji, emoji bro",,0.20987273647659713,31.64835164835165,0.17265763111658408,0.20447849145574254,0.6228638774276734,0.5230084116820011,0.14497773379405834,5.552197802197802,40,-0.03182086033915846,0.37713612257232665,0.012000795885225752,5.8998973535824915,0.20987273647659713,-6.4025088665173575,-14.225707564688637,-14.225707564688637
43,0.04625841362016324,0.0166983437415128,0.0,0.0,-0.02956006987865044,0.36097959427762755,824,peele | fred | jake | jordan | love | keegan,"🗣️ always love his ‘um, um...yah, yah...uh-huh, uh-huh[pause]...mmm, mmm... he’s made a career out of simple reactions...brilliant!<br><br>🗣️ the “no it’s not.” stutter takes me out everytime. he genuinely looked so concerned and disturbed at the same time.. <emoji> this is comedy gold. the acting is so on point.!!️ <emoji><br><br>🗣️ when the video started, i thought the narrator was doing a cliche fashion designer’s voice...but as the video went on it’s just him...sounding bored.","peele, fred, jake, jordan"," The ""no it’s not.” stutter takes me out everytime. always love his ‘um, um...yah, yah...uh-huh, uh- huh[pause]...mmm, mmm... Brilliant! The �",0.11477907519483514,120.94781553398059,0.005770964833183012,0.3083859332736362,0.6858431018931808,0.6129339039491568,0.005072119194745358,7.656553398058253,60,-0.3026149684404532,0.31415689810681924,0.09506857980594578,6.715383386334681,0.11477907519483514,-1.8412556944812237,4.344150604484635,4.344150604484635
44,0.009700409132901563,0.0031224545207706863,0.0,0.0,-0.006577954612130877,0.3218889178901867,170,cotton | polyester | fabric | seedlings | cotton field | pick cotton,🗣️ hmm... people being forced to pick cotton... where have i heard that before...<br><br>🗣️ not like they’ve been using the cotton for years or anything....<br><br>🗣️ the irony that this is over cotton...,"cotton, polyester, fabric, seedlings",,0.29894160711316065,37.976470588235294,0.0034533793784224114,0.13517513566780312,0.8613714849537745,0.810313075508245,0.0032228360957516898,12.776470588235295,25,-0.1317217562893807,0.13862851504622553,0.018260391473677667,5.14166355650266,0.29894160711316065,-2.3271797483162935,-1.5294469565956952,-1.5294469565956952
45,0.020192688399101214,0.03298941080640334,0.0,0.0,0.012796722407302123,1.6337304137343742,549,companies | company | jaba | business | don't | consumers,"🗣️ this is why we need government regulation. when humans are left to their own vices you get stuff like this. when ppl and companies get so much money they’ll start to not care about the conditions for their workers and eventually the quality of their products.<br><br>🗣️ govt should file a complaint against such companies who are designed, manufactured & selling.<br><br>🗣️ the sheer greediness of this company astounds me.... quality and safe working conditions are so much more important than mass production","companies, company, jaba, business", When humans are left to their own vices you get stuff like this. this is why we need government regulation. when ppl and companies get so much money they’ll start to not care about the conditions for their workers and eventually the quality of their products .,0.5726426556639209,52.978142076502735,0.0073066263541364,0.16200554295755734,0.8306878306883062,0.7500000000032004,0.006537421099856107,8.080145719489982,82,-0.15469891660342094,0.1693121693116938,0.026192409160294004,6.309918278226516,0.5726426556639209,8.975711795847795,9.27561575498198,9.27561575498198
46,0.03405041573181773,0.0333966874830256,0.0,0.0,-0.000653728248792132,0.9808011380905871,762,evidence | it's | don't | right | stop | world,🗣️ serves them right! hope they go out of business for believing in slanders!<br><br>🗣️ this video just highlights how in each of us we have to motivation to stop this or encourage it...... because these poor bastards are so far away there's no in your face reality and ppl can try and justify their morally corrupt behaviour... onya georg!!<br><br>🗣️ i surprise they're isn't enought out cry for a lot inhuman issue. ppl are to busy worry about themself until the issue land on their doorstep,"evidence, it's, don't, right", This video highlights how in each of us we have to motivation to stop this or encourage it... because these poor bastards are so far away there's no in your face reality and ppl can try and justify their morally corrupt behaviour .,0.46753839252570406,15.0748031496063,0.017882689556666758,0.148783977108944,0.8333333333343893,0.5786435786499682,0.012025012024415393,2.7283464566929134,81,-0.13090128755227726,0.1666666666656107,0.021816881258574648,6.637258031284457,0.46753839252570406,1.3609421183028825,-4.280616048068109,-4.280616048068109
47,0.012537943777219708,0.03407548194406271,0.0,0.0,0.021537538166843,2.717788485236809,441,wear | years | clothing | buy | worn | throw,"🗣️ lmao people wearing clothes up to 7 times and then throw it away. i have clothes from high-school i still wear often it's probably half my wardrobe and i'm nearly thirty <emoji><br><br>🗣️ the clothes i wear, get used all the time, things that get dirty and stained become my work clothes, i don’t understand why people buy so many clothes only to wear them once and then throw them out<br><br>🗣️ i don’t understand why people would throw their clothing away so fast. why does it matter if you wear something multiple times? even tho my family was in a good situation financially, i always wore clothes that i had gotten from like ten years ago. still to this day i wear clothes that i might have purchased years ago. if it fits, then it’s still good. if a part of it is ripped, then i just stitch it up and continue to wear it. and when finally my clothes would become too small, my mom would tear them up and use them as cloth for cleaning the house or smth. we also donate them to other kids when they don’t fit me anymore. tbh, i tend to grow attached to my clothes so i never dare throw them away lol.","wear, years, clothing, buy"," i have clothes from high-school i still wear often it's probably half my wardrobe and i'm nearly thirty <emoji> The clothes i wear, get used all the time, things that get dirty and stained become my work clothes, i don’t understand why people buy",0.22738460060172078,140.51020408163265,0.03256410256415212,0.22128205128236234,0.7461538461534856,0.741911460488916,0.03152668597424284,27.403628117913833,56,-0.1887179487182102,0.25384615384651443,0.04790532544392141,6.091309882077698,0.22738460060172078,4.29111451474174,7.258468293217776,7.258468293217776
48,0.00026395671109936226,0.06665761607384378,0.0,0.0,0.06639365936274443,252.53142178048242,495,buy | emoji | bought | i'm | company | buying,🗣️ never heard of shein but i will happily continue not purchasing their products<br><br>🗣️ i never even heard of shein until now.<br><br>🗣️ i never knew about shein until after seeing how horrible of a company it is,"buy, emoji, bought, i'm", i never knew about shein until after seeing how horrible of a company it is. never heard of shein but i will happily continue not purchasing their products .,0.5552841017911718,91.81616161616162,0.026275951557108126,0.09721020761188594,0.8765138408310059,0.8457721728355907,0.025118875335776076,19.543434343434342,69,-0.07093425605477781,0.12348615916899408,0.008759398833714474,6.206575926724928,0.5552841017911718,11.912035013052469,12.607482138718302,12.607482138718302
49,0.027319519598783995,0.005294596796089425,0.0,0.0,-0.02202492280269457,0.19380269785279797,453,shirts | airism | shirt | uniqlo | wear | quality,🗣️ i love uniqlo's airism line. i couldn't believe how cheap those shirts were for how good the quality is. i used to by branded cotton tees and seeing an airism shirt be less than half the price was mind blowing.<br><br>🗣️ i’ve purchased several uniqlo products- the airism dress pants are high quality and the airism tshirts are great. the neck band keeps its shape unlike cheap tshirts which are thin and neck band stretches and becomes wavy. only complaint of have is when something is really on sale sometimes they’re completely out of stock all colours/sizes<br><br>🗣️ air ism shirts are overpriced. check out 32 degrees comfort tees.,"shirts, airism, shirt, uniqlo", i love uniqlo's airism line. i couldn't believe how cheap those shirts were for how good the quality is. i used to by branded cotton tees and seeing an airism shirt be less than half the price was mind blowing. The neck band keeps its shape unlike,0.14789218091690928,45.022075055187635,0.013600816048405509,0.03876232573909918,0.9476368582124952,0.897570271558973,0.012704462441828119,13.900662251655628,38,-0.025161509690693667,0.052363141787504786,0.0013175356995214682,6.118097198041348,0.14789218091690928,-7.6494333193018775,-6.483129411061485,-6.483129411061485
